epoch,train_loss,train_iou,train_pixel_acc,val_loss,val_iou,val_pixel_acc,learning_rate
0,0.7079838594646318,0.45045809711970336,0.45045809711970336,0.5738756002164355,0.41800645753449084,0.41800645753449084,0.001
1,0.6489491543025835,0.45029915816394994,0.45029915816394994,0.5119837323824564,0.41800645753449084,0.41800645753449084,0.001
2,0.6199345009546753,0.4512849090792609,0.4512849090792609,0.49716344183566524,0.41800645753449084,0.41800645753449084,0.001
3,0.6211267718186615,0.45080666846417367,0.45080666846417367,0.496417150777929,0.41800645753449084,0.41800645753449084,0.001
4,0.6126913872170956,0.4507467290188404,0.4507467290188404,0.48364511482855854,0.41800645753449084,0.41800645753449084,0.001
5,0.5982162893241179,0.45050594654489073,0.45050594654489073,0.48449673985733704,0.41800645753449084,0.41800645753449084,0.001
6,0.5880721084615017,0.4508512713384967,0.4508512713384967,0.47996407425871085,0.41800645753449084,0.41800645753449084,0.001
7,0.5791150978270997,0.45002989396981313,0.45002989396981313,0.4765809870818082,0.41800645753449084,0.41800645753449084,0.001
8,0.5784749762809023,0.4505314556419427,0.4505314556419427,0.4923465520727868,0.41800645753449084,0.41800645753449084,0.001
9,0.5660437239822766,0.45058008626843177,0.45058008626843177,0.47719304409681584,0.41800645753449084,0.41800645753449084,0.001
10,0.563083384476655,0.45267235979120785,0.45267235979120785,0.5109451302126342,0.41800645753449084,0.41800645753449084,0.001
11,0.5510729530178908,0.45093687544477745,0.45093687544477745,0.4808799408230127,0.41800645753449084,0.41800645753449084,0.001
12,0.5397570355141417,0.45103613535563153,0.45103613535563153,0.4890591978442435,0.41800645753449084,0.41800645753449084,0.001
13,0.5280448561864541,0.4507050987676526,0.4507050987676526,0.5009594454484827,0.41800645753449084,0.41800645753449084,0.0005
14,0.5170392074906234,0.4504229024792394,0.4504229024792394,0.4803449146303476,0.41800645753449084,0.41800645753449084,0.0005
15,0.49810130122705554,0.45106340300106834,0.45106340300106834,0.5055364706352645,0.41800645753449084,0.41800645753449084,0.0005
16,0.5003300507863363,0.45089018598515934,0.45089018598515934,0.5010447157364265,0.41800645753449084,0.41800645753449084,0.0005
17,0.48896406051960395,0.4518013135761234,0.4518013135761234,0.523825591101366,0.41800645753449084,0.41800645753449084,0.0005
18,0.4835250090200005,0.45089904974538386,0.45089904974538386,0.49925065274332087,0.41800645753449084,0.41800645753449084,0.0005
19,0.4833551812256482,0.45075186262739464,0.45075186262739464,0.5055793926996344,0.41800645753449084,0.41800645753449084,0.00025
