epoch,train_loss,train_iou,train_pixel_acc,val_loss,val_iou,val_pixel_acc,learning_rate
0,0.39140987772746444,0.43697654916506096,0.8706094497463457,0.39178990668589525,0.4310357853917792,0.8620715707835584,0.005
1,0.38006842791291745,0.43611170322180065,0.8721716505776945,0.3889444637859222,0.4310357853917792,0.8620715707835584,0.005
2,0.3791830342965618,0.43669979279220017,0.8720431718113584,0.4176619596558042,0.4310357853917792,0.8620715707835584,0.005
3,0.3799257334520596,0.436186880103297,0.8720839244190909,0.3769638255090997,0.434737003242297,0.8638233052621974,0.005
4,0.3792158850995671,0.4361656535669911,0.872180711332165,0.37453725395521315,0.45353475106372065,0.8681448639029323,0.005
5,0.3783698185376849,0.4366275595668054,0.8721577442413547,0.3952115317529971,0.4310357853917792,0.8620715707835584,0.005
6,0.37822242778497234,0.43609718071608355,0.8721943614321671,0.39330454819863386,0.4310357853917792,0.8620715707835584,0.005
7,0.37804970940661176,0.4361006175425754,0.8721856476997566,0.39240579524695285,0.4310357853917792,0.8620715707835584,0.005
8,0.3772211284293823,0.43609718071608355,0.8721943614321671,0.3887667210385351,0.4310357853917792,0.8620715707835584,0.005
9,0.3777561515463629,0.43609718071608355,0.8721943614321671,0.40687857619901696,0.4310357853917792,0.8620715707835584,0.005
10,0.37767981796184047,0.4361248470451749,0.8721938540502799,0.38620743229247556,0.4310357853917792,0.8620715707835584,0.0025
11,0.3776672840171437,0.43609718071608355,0.8721943614321671,0.38669985953238933,0.4310357853917792,0.8620715707835584,0.0025
12,0.37658329719008077,0.43609718071608355,0.8721943614321671,0.42836684991817664,0.4310357853917792,0.8620715707835584,0.0025
13,0.38016340926660763,0.43609718071608355,0.8721943614321671,0.40121685329935336,0.4310357853917792,0.8620715707835584,0.0025
14,0.38290127820179554,0.43609718071608355,0.8721943614321671,0.40295470712503584,0.4310357853917792,0.8620715707835584,0.0025
15,0.3826469981320388,0.43609718071608355,0.8721943614321671,0.4025582435107467,0.4310357853917792,0.8620715707835584,0.0025
16,0.3826110096800794,0.43609718071608355,0.8721943614321671,0.40126390762553354,0.4310357853917792,0.8620715707835584,0.00125
17,0.3825796814204535,0.43609718071608355,0.8721943614321671,0.40180717998802074,0.4310357853917792,0.8620715707835584,0.00125
18,0.3824254354972432,0.43609718071608355,0.8721943614321671,0.40210463637762733,0.4310357853917792,0.8620715707835584,0.00125
19,0.3824253895475771,0.43609718071608355,0.8721943614321671,0.4035359047500804,0.4310357853917792,0.8620715707835584,0.00125
