epoch,train_loss,train_iou,train_pixel_acc,val_loss,val_iou,val_pixel_acc,learning_rate
0,0.07752136658094956,0.12780563856783286,0.12780563856783286,0.08041265901952686,0.13792842921644155,0.13792842921644155,0.01
1,0.07202877798962848,0.12780563856783286,0.12780563856783286,0.08010047084034079,0.13792842921644155,0.13792842921644155,0.01
2,0.07187000850341498,0.12780563856783286,0.12780563856783286,0.08000056991482725,0.13792842921644155,0.13792842921644155,0.01
3,0.0719515454302479,0.12780563856783286,0.12780563856783286,0.07995431553019156,0.13792842921644155,0.13792842921644155,0.01
4,0.07165783060403057,0.12780563856783286,0.12780563856783286,0.07992506764902926,0.13792842921644155,0.13792842921644155,0.01
5,0.07158776714708458,0.12780563856783286,0.12780563856783286,0.07991458313299878,0.13792842921644155,0.13792842921644155,0.01
6,0.07161700460410203,0.12780563856783286,0.12780563856783286,0.07990641110014207,0.13792842921644155,0.13792842921644155,0.01
7,0.07201482891187973,0.12780563856783286,0.12780563856783286,0.07989630870299765,0.13792842921644155,0.13792842921644155,0.01
8,0.07178863257275782,0.12780563856783286,0.12780563856783286,0.07989108680498481,0.13792842921644155,0.13792842921644155,0.01
9,0.0720036854947589,0.12780563856783286,0.12780563856783286,0.07988750078890583,0.13792842921644155,0.13792842921644155,0.01
