epoch,train_loss,train_iou,train_pixel_acc,val_loss,val_iou,val_pixel_acc,learning_rate
0,0.2975005300839742,0.4363586217164993,0.4363586278094186,0.2946862526881842,0.44230921428512643,0.442309219804075,0.001
1,0.28625319057040743,0.4361700964636273,0.43617010431157216,0.28273963265948826,0.44230921428512643,0.442309219804075,0.001
2,0.28409250418345133,0.43654165976577336,0.4365416654613283,0.30067162602036085,0.44230921428512643,0.442309219804075,0.001
3,0.29003185086780126,0.43639930036332875,0.4363993065224753,0.3027427417260629,0.44230921428512643,0.442309219804075,0.001
4,0.2882608713044061,0.43642398062679505,0.43642398681905537,0.3039632159986614,0.44230921428512643,0.442309219804075,0.001
5,0.2899949140018887,0.4363095521264606,0.43630956057045195,0.3028721272209544,0.44230921428512643,0.442309219804075,0.001
6,0.2881986763742235,0.43662486612796786,0.4366248737110032,0.30407515204982993,0.44230921428512643,0.442309219804075,0.001
7,0.2883381991916233,0.4361193978124195,0.4361194031106101,0.3040829632017348,0.44230921428512643,0.442309219804075,0.0005
8,0.28759914848539564,0.43629310448964437,0.43629311157597434,0.303655132835294,0.44230921428512643,0.442309219804075,0.0005
9,0.28894884321424696,0.43635888470543754,0.43635889179176757,0.3040939216260557,0.44230921428512643,0.442309219804075,0.0005
